,age,education-num,income,count
742,75.33333333333333,14.0,>50k,2
743,80.0,2.3333333333333335,<=50k,3
744,80.0,4.428571428571429,<=50k,7
745,81.16666666666667,2.3333333333333335,<=50k,6
746,81.4,4.733333333333333,<=50k,15
747,83.0,5.666666666666667,<=50k,2
748,83.0,5.666666666666667,>50k,1
749,90.0,9.0,<=50k,14
750,90.0,9.0,>50k,4
751,90.0,10.545454545454545,<=50k,9
752,90.0,10.545454545454545,>50k,2
753,90.0,13.647058823529411,<=50k,10
754,90.0,13.647058823529411,>50k,7
755,69.0,15.272727272727273,<=50k,3
756,69.0,15.272727272727273,>50k,8
757,71.0,6.0,<=50k,3
758,71.0,7.25,<=50k,3
759,71.0,7.25,>50k,1
760,72.0,6.0,<=50k,4
761,72.0,7.0,<=50k,6
762,73.0,6.0,<=50k,5
763,73.0,7.2,<=50k,5
764,76.0,5.0,<=50k,5
765,76.0,6.166666666666667,<=50k,6
766,75.0,13.0,<=50k,3
767,75.0,13.0,>50k,2
768,76.0,13.0,<=50k,5
769,76.0,13.0,>50k,3
770,74.0,15.4,<=50k,2
771,74.0,15.4,>50k,3
772,77.0,13.0,<=50k,3
773,77.0,13.0,>50k,1
774,78.375,13.0,<=50k,4
775,78.375,13.0,>50k,4
776,80.0,10.75,<=50k,4
777,81.3,10.3,<=50k,9
778,81.3,10.3,>50k,1
779,80.71428571428571,13.0,<=50k,4
780,80.71428571428571,13.0,>50k,3
781,83.0,9.0,<=50k,4
782,83.0,10.75,<=50k,3
783,83.0,10.75,>50k,1
784,84.0,3.5,<=50k,4
785,85.16666666666667,12.0,<=50k,5
786,85.16666666666667,12.0,>50k,1
787,90.0,3.5,<=50k,4
788,90.0,6.2,<=50k,5
789,68.0,15.0,<=50k,1
790,68.0,15.0,>50k,2
791,68.0,16.0,<=50k,3
792,68.0,16.0,>50k,4
793,75.5,15.0,<=50k,2
794,75.5,15.0,>50k,2
795,75.0,16.0,<=50k,2
796,75.0,16.0,>50k,2
797,77.0,14.0,<=50k,2
798,77.0,14.0,>50k,2
799,78.5,14.0,<=50k,3
800,78.5,14.0,>50k,1
801,77.66666666666667,15.0,<=50k,3
802,80.33333333333333,14.0,<=50k,2
803,80.33333333333333,14.0,>50k,1
804,84.0,9.0,<=50k,4
805,84.0,11.6,<=50k,4
806,84.0,11.6,>50k,1
807,87.0,9.0,<=50k,3
808,77.0,16.0,<=50k,1
809,77.0,16.0,>50k,2
810,79.0,16.0,<=50k,1
811,79.0,16.0,>50k,2
812,80.0,15.333333333333334,<=50k,1
813,80.0,15.333333333333334,>50k,2
814,81.0,15.0,>50k,3
815,88.25,6.75,<=50k,3
816,88.25,6.75,>50k,1
817,88.25,14.0,<=50k,4
